item_name,category,shelf_life_days,unit_price,stock_qty,sales_qty,returned_qty,discount_applied,day_of_week,month,holiday_flag,temperature,rainfall,wasted_food
Tomato,Vegetables,2,49.87,263,59,1,0,Sunday,12,1,11,1,205
Apple,Fruits,14,152.35,218,39,2,20,Sunday,1,1,11,1,181
Orange,Fruits,15,79.29,24,20,0,0,Tuesday,8,1,19,1,4
Milk,Dairy,2,99.78,105,71,7,20,Saturday,1,1,13,1,41
Croissant,Bakery,9,31.27,232,27,1,0,Friday,12,0,35,0,206
Cheese,Dairy,12,123.19,216,64,3,15,Sunday,2,0,36,1,155
Milk,Dairy,9,176.88,74,0,0,10,Friday,1,1,27,1,74
Bread,Bakery,4,133.75,170,49,1,5,Thursday,3,0,12,1,122
Cake,Bakery,11,137.09,215,141,5,15,Wednesday,7,1,6,1,79
Orange,Fruits,3,93.02,80,31,2,5,Monday,6,0,12,1,51
Potato,Vegetables,8,23.81,265,4,0,5,Wednesday,1,1,15,1,261
Milk,Dairy,11,112.26,133,35,2,20,Sunday,5,0,19,0,100
Muffin,Bakery,3,150.33,58,52,0,10,Sunday,4,0,14,0,6
Tomato,Vegetables,8,100.49,206,195,17,15,Saturday,5,1,20,0,28
Potato,Vegetables,6,114.49,67,0,0,0,Sunday,2,1,36,1,67
Potato,Vegetables,9,106.06,237,219,3,10,Thursday,4,1,25,0,21
Milk,Dairy,9,182.45,188,25,0,5,Friday,6,1,37,0,163
Onion,Vegetables,6,39.41,43,42,4,15,Tuesday,4,1,6,0,5
Onion,Vegetables,8,154.09,209,197,8,15,Sunday,8,1,14,0,20
Tomato,Vegetables,9,29.33,255,104,0,20,Thursday,2,1,29,1,151
Banana,Fruits,9,136.27,51,13,0,15,Wednesday,5,0,38,0,38
Butter,Dairy,6,166.05,174,128,5,15,Saturday,3,1,8,0,51
Yogurt,Dairy,6,156.41,221,175,16,15,Tuesday,8,0,40,1,62
Cake,Bakery,8,91.44,89,1,0,15,Saturday,4,0,35,0,88
Yogurt,Dairy,5,148.06,225,121,6,5,Wednesday,10,0,18,1,110
Apple,Fruits,8,180.22,35,16,1,20,Saturday,4,0,8,1,20
Potato,Vegetables,6,11.15,33,33,1,15,Tuesday,10,1,10,1,1
Mango,Fruits,6,157.54,180,49,2,15,Thursday,1,1,37,1,133
Orange,Fruits,7,58.39,243,217,2,20,Saturday,1,0,38,1,28
Cheese,Dairy,9,49.91,226,191,4,15,Saturday,4,0,8,0,39
Cheese,Dairy,9,29.62,58,53,3,10,Saturday,8,1,12,1,8
Cake,Bakery,4,20.87,170,40,4,20,Wednesday,2,1,22,1,134
Milk,Dairy,7,43.39,73,54,4,0,Tuesday,10,0,16,0,23
Butter,Dairy,11,161.0,27,3,0,5,Saturday,7,1,36,0,24
Cake,Bakery,10,14.8,56,28,1,0,Tuesday,2,1,17,1,29
Muffin,Bakery,12,12.05,36,18,0,5,Tuesday,7,1,16,1,18
Carrot,Vegetables,11,52.54,77,56,1,20,Wednesday,8,1,20,0,22
Milk,Dairy,13,85.56,186,66,0,5,Wednesday,10,1,11,0,120
Cheese,Dairy,9,143.14,272,92,8,0,Tuesday,10,0,29,0,188
Tomato,Vegetables,6,195.24,239,15,0,15,Saturday,7,1,30,1,224
Butter,Dairy,15,41.58,175,91,3,20,Thursday,5,1,6,1,87
Cake,Bakery,6,165.05,234,191,15,10,Sunday,7,0,15,0,58
Bread,Bakery,11,192.37,107,76,0,5,Tuesday,2,1,24,0,31
Muffin,Bakery,6,113.02,37,37,1,5,Tuesday,6,0,20,0,1
Milk,Dairy,4,56.49,54,2,0,10,Saturday,6,1,8,0,52
Yogurt,Dairy,6,72.43,37,14,1,20,Friday,9,1,18,0,24
Cheese,Dairy,4,65.96,146,100,2,20,Thursday,3,0,39,0,48
Potato,Vegetables,3,34.0,157,69,0,5,Friday,1,1,26,1,88
Potato,Vegetables,2,32.4,144,127,6,5,Monday,8,1,24,1,23
Potato,Vegetables,3,182.22,216,46,4,10,Saturday,2,0,33,1,174
Croissant,Bakery,4,85.15,58,44,1,0,Thursday,6,0,30,0,15
Orange,Fruits,9,70.52,280,204,8,15,Monday,3,0,32,0,84
Banana,Fruits,2,10.86,101,84,8,10,Wednesday,3,1,8,0,25
Milk,Dairy,3,77.23,137,84,5,0,Wednesday,2,1,18,0,58
Bread,Bakery,6,55.17,45,33,3,15,Friday,8,0,21,1,15
Yogurt,Dairy,13,150.84,87,19,0,20,Friday,4,1,25,0,68
Milk,Dairy,6,156.62,267,252,1,15,Thursday,11,1,17,0,16
Cheese,Dairy,11,122.02,240,90,1,10,Sunday,10,0,15,1,151
Orange,Fruits,8,62.24,286,170,16,10,Saturday,9,0,39,0,132
Carrot,Vegetables,13,160.81,89,51,1,0,Saturday,9,1,30,1,39
Cheese,Dairy,7,67.98,130,81,5,0,Sunday,10,1,15,0,54
Cheese,Dairy,15,76.57,74,68,1,10,Saturday,11,1,15,1,7
Banana,Fruits,10,88.13,148,46,0,0,Sunday,3,0,20,1,102
Muffin,Bakery,11,118.95,25,25,0,20,Saturday,11,1,30,0,0
Apple,Fruits,4,87.88,20,8,0,0,Friday,6,1,17,0,12
Cake,Bakery,15,64.16,40,1,0,20,Monday,1,0,19,0,39
Potato,Vegetables,10,127.65,88,20,1,15,Monday,2,0,29,0,69
Cake,Bakery,2,187.04,93,59,3,0,Wednesday,7,1,30,0,37
Apple,Fruits,9,195.37,86,50,2,5,Saturday,9,1,5,0,38
Potato,Vegetables,9,42.96,158,108,1,15,Sunday,7,0,19,0,51
Cheese,Dairy,14,87.97,26,20,2,10,Wednesday,12,0,32,1,8
Cheese,Dairy,13,28.84,198,70,4,0,Saturday,4,1,16,1,132
Mango,Fruits,10,78.78,235,228,1,15,Sunday,12,0,21,1,8
Milk,Dairy,15,62.71,239,207,2,15,Wednesday,6,0,37,1,34
Bread,Bakery,15,170.78,116,22,1,5,Monday,3,1,40,0,95
Orange,Fruits,6,156.58,59,49,3,5,Tuesday,5,1,32,1,13
Butter,Dairy,11,58.55,25,5,0,10,Sunday,9,1,19,1,20
Butter,Dairy,10,117.89,163,119,2,5,Friday,7,1,9,0,46
Muffin,Bakery,5,105.16,192,160,10,15,Saturday,5,0,10,1,42
Potato,Vegetables,7,158.24,28,26,0,20,Sunday,4,1,39,0,2
Carrot,Vegetables,2,67.9,230,188,3,10,Tuesday,8,1,22,0,45
Apple,Fruits,8,148.27,62,34,3,10,Thursday,5,1,34,0,31
Banana,Fruits,8,115.16,54,23,2,10,Saturday,2,1,38,0,33
Croissant,Bakery,9,100.32,105,73,1,0,Sunday,9,1,26,0,33
Mango,Fruits,2,65.11,140,93,6,15,Monday,6,0,19,0,53
Orange,Fruits,8,122.51,145,54,0,15,Thursday,11,1,18,0,91
Mango,Fruits,13,160.38,81,70,2,5,Saturday,3,1,31,1,13
Tomato,Vegetables,11,13.07,282,231,16,20,Thursday,6,0,37,1,67
Cake,Bakery,9,152.77,232,52,2,5,Saturday,9,1,30,0,182
Onion,Vegetables,15,14.16,174,146,2,5,Sunday,2,1,8,1,30
Apple,Fruits,10,174.22,246,7,0,15,Tuesday,3,0,9,1,239
Milk,Dairy,9,46.41,110,98,8,20,Monday,11,0,36,0,20
Butter,Dairy,13,71.34,124,98,3,15,Monday,8,0,39,1,29
Onion,Vegetables,4,86.99,169,40,0,5,Saturday,12,0,10,0,129
Onion,Vegetables,12,198.02,29,3,0,10,Sunday,10,1,33,0,26
Banana,Fruits,3,127.22,295,224,6,0,Wednesday,5,0,22,0,77
Potato,Vegetables,14,20.32,95,88,1,15,Saturday,9,0,31,1,8
Cake,Bakery,12,81.61,158,56,5,0,Wednesday,11,0,11,1,107
Potato,Vegetables,15,134.27,67,42,0,5,Thursday,1,0,35,0,25
Butter,Dairy,12,66.69,248,225,1,5,Monday,9,0,38,0,24
Banana,Fruits,8,38.54,104,76,6,20,Tuesday,11,1,24,1,34
Bread,Bakery,9,37.99,279,173,5,15,Saturday,5,0,9,1,111
Cake,Bakery,11,140.23,217,28,0,15,Thursday,7,0,5,0,189
Milk,Dairy,5,128.73,253,14,0,15,Tuesday,11,1,22,1,239
Yogurt,Dairy,14,123.02,114,82,4,10,Friday,11,1,5,0,36
Milk,Dairy,13,151.81,93,38,1,10,Tuesday,7,0,10,0,56
Butter,Dairy,7,57.24,113,70,4,20,Thursday,7,0,20,1,47
Apple,Fruits,4,184.48,170,62,3,10,Tuesday,12,1,7,1,111
Potato,Vegetables,13,155.18,150,128,12,0,Saturday,9,1,28,1,34
Croissant,Bakery,15,86.02,159,130,8,5,Monday,6,1,36,0,37
Onion,Vegetables,13,86.01,97,25,0,5,Thursday,1,1,30,1,72
Orange,Fruits,11,24.0,210,148,4,20,Sunday,8,0,13,0,66
Potato,Vegetables,11,109.64,114,21,1,20,Friday,3,0,29,1,94
Apple,Fruits,9,190.24,228,45,1,10,Thursday,10,0,40,0,184
Yogurt,Dairy,14,115.04,264,204,17,20,Thursday,12,1,33,0,77
Carrot,Vegetables,2,67.21,146,65,4,5,Monday,9,1,20,0,85
Potato,Vegetables,11,110.3,117,97,9,0,Tuesday,3,1,5,0,29
Bread,Bakery,6,66.52,258,204,4,20,Saturday,12,0,24,0,58
Muffin,Bakery,13,187.8,56,13,1,0,Monday,4,1,25,0,44
Banana,Fruits,2,122.37,296,222,20,10,Sunday,11,1,24,0,94
Yogurt,Dairy,2,72.61,97,7,0,5,Wednesday,4,0,36,1,90
Apple,Fruits,11,189.22,225,32,0,10,Thursday,9,0,5,0,193
Orange,Fruits,5,129.31,21,14,1,15,Monday,9,1,26,1,8
Yogurt,Dairy,15,170.86,178,63,6,10,Thursday,5,0,15,1,121
Milk,Dairy,12,46.89,181,103,1,0,Monday,8,1,36,0,79
Milk,Dairy,9,198.21,199,15,0,15,Monday,10,0,7,0,184
Tomato,Vegetables,11,47.67,267,99,3,15,Monday,4,1,16,1,171
Onion,Vegetables,15,95.23,20,8,0,15,Monday,8,1,13,0,12
Tomato,Vegetables,2,141.45,260,211,10,0,Sunday,10,0,35,0,59
Tomato,Vegetables,9,142.06,105,68,4,10,Monday,5,1,29,0,41
Tomato,Vegetables,11,164.65,201,130,0,10,Wednesday,9,0,11,1,71
Orange,Fruits,6,146.48,220,171,11,5,Friday,11,0,30,0,60
Mango,Fruits,2,19.61,25,18,0,0,Saturday,5,1,24,0,7
Tomato,Vegetables,14,57.24,299,76,2,0,Sunday,9,0,18,1,225
Banana,Fruits,14,188.56,40,15,1,20,Friday,7,1,6,1,26
Croissant,Bakery,8,71.12,193,23,1,10,Saturday,7,0,18,0,171
Carrot,Vegetables,4,48.02,117,77,7,10,Wednesday,1,0,32,1,47
Cake,Bakery,2,123.35,41,7,0,20,Sunday,12,1,19,0,34
Croissant,Bakery,12,172.67,94,49,3,0,Monday,6,1,40,1,48
Muffin,Bakery,4,162.07,143,47,0,0,Friday,11,1,7,1,96
Banana,Fruits,4,13.44,135,120,10,0,Thursday,8,1,28,1,25
Carrot,Vegetables,13,142.66,49,34,1,5,Monday,8,0,23,1,16
Muffin,Bakery,13,56.34,159,107,7,15,Thursday,3,1,16,0,59
Carrot,Vegetables,2,79.03,26,4,0,0,Saturday,9,1,6,0,22
Carrot,Vegetables,15,115.55,249,1,0,15,Friday,7,0,26,0,248
Banana,Fruits,2,85.28,142,111,0,10,Monday,3,0,32,1,31
Bread,Bakery,2,173.32,42,37,0,5,Monday,12,0,6,0,5
Potato,Vegetables,2,125.58,193,40,1,15,Sunday,6,1,28,0,154
Croissant,Bakery,8,17.92,293,220,1,5,Sunday,8,1,36,1,74
Onion,Vegetables,14,61.94,90,5,0,10,Saturday,9,1,23,1,85
Milk,Dairy,3,115.91,81,70,6,10,Saturday,6,0,23,1,17
Carrot,Vegetables,8,39.81,105,76,5,5,Monday,8,1,8,1,34
Mango,Fruits,2,54.6,229,26,1,5,Wednesday,9,1,6,1,204
Muffin,Bakery,9,174.1,98,96,6,15,Monday,3,0,27,0,8
Onion,Vegetables,2,23.49,121,87,0,0,Thursday,4,0,32,1,34
Muffin,Bakery,8,20.25,289,225,18,0,Wednesday,3,0,21,1,82
Croissant,Bakery,5,122.24,177,113,9,10,Monday,12,1,21,1,73
Milk,Dairy,12,164.21,259,27,1,15,Monday,10,0,38,1,233
Orange,Fruits,15,146.52,129,109,5,15,Monday,9,0,17,1,25
Orange,Fruits,12,137.41,255,202,17,0,Wednesday,11,1,8,0,70
Butter,Dairy,15,100.07,65,33,1,0,Sunday,11,0,16,0,33
Muffin,Bakery,8,102.89,131,48,1,20,Saturday,8,0,13,0,84
Orange,Fruits,6,17.58,88,41,1,5,Sunday,7,1,29,0,48
Potato,Vegetables,9,99.95,141,40,1,20,Sunday,6,0,7,0,102
Cheese,Dairy,2,119.29,148,0,0,15,Friday,4,0,16,1,148
Potato,Vegetables,5,192.69,273,36,1,20,Monday,11,1,26,1,238
Muffin,Bakery,15,61.06,195,32,3,0,Thursday,6,1,9,0,166
Milk,Dairy,2,10.72,221,201,9,5,Tuesday,11,0,16,1,29
Cheese,Dairy,9,95.39,259,111,3,0,Thursday,12,0,30,1,151
Carrot,Vegetables,2,185.85,246,0,0,20,Wednesday,1,0,29,0,246
Onion,Vegetables,4,128.54,175,34,2,0,Saturday,1,1,24,0,143
Butter,Dairy,6,13.52,242,121,12,10,Friday,3,1,34,1,133
Yogurt,Dairy,11,185.94,240,212,5,0,Sunday,1,0,30,0,33
Carrot,Vegetables,14,59.85,230,186,2,10,Friday,8,1,25,1,46
Milk,Dairy,10,185.81,268,142,13,20,Sunday,2,1,37,1,139
Muffin,Bakery,15,69.58,164,152,6,5,Sunday,7,1,23,0,18
Cheese,Dairy,13,52.26,151,97,1,5,Monday,3,0,11,1,55
Onion,Vegetables,5,57.78,22,22,0,5,Saturday,8,1,15,0,0
Yogurt,Dairy,9,67.03,102,43,3,15,Saturday,9,1,9,0,62
Cheese,Dairy,9,109.91,299,247,1,10,Saturday,9,1,9,1,53
Cake,Bakery,13,24.64,122,89,4,20,Saturday,6,1,24,1,37
Carrot,Vegetables,2,153.08,186,131,6,15,Friday,5,1,17,0,61
Cake,Bakery,4,48.25,81,6,0,20,Tuesday,7,0,29,1,75
Milk,Dairy,3,89.55,202,81,7,20,Thursday,5,1,36,1,128
Onion,Vegetables,14,154.14,272,180,3,5,Wednesday,8,1,22,0,95
Bread,Bakery,8,109.52,192,133,12,15,Sunday,9,0,23,0,71
Tomato,Vegetables,8,82.7,150,83,1,5,Tuesday,5,1,21,0,68
Orange,Fruits,2,37.31,123,25,2,15,Friday,7,0,37,0,100
Carrot,Vegetables,15,17.96,52,28,0,5,Thursday,4,0,24,1,24
Cheese,Dairy,10,132.17,51,11,0,10,Saturday,1,0,6,1,40
Croissant,Bakery,6,136.91,26,18,1,0,Sunday,10,1,36,1,9
Yogurt,Dairy,7,198.11,157,28,0,10,Thursday,10,1,38,0,129
Onion,Vegetables,2,98.17,201,192,12,15,Wednesday,9,0,25,1,21
Yogurt,Dairy,12,13.58,192,149,13,20,Monday,3,1,5,0,56
Onion,Vegetables,4,133.63,42,14,0,10,Friday,10,0,26,1,28
Cake,Bakery,5,170.43,98,5,0,0,Friday,12,1,34,1,93
Carrot,Vegetables,9,78.89,207,29,2,10,Monday,9,1,22,0,180
Milk,Dairy,10,109.18,86,77,5,20,Sunday,7,1,11,1,14
Cheese,Dairy,12,155.63,106,54,0,10,Saturday,9,1,22,0,52
Mango,Fruits,15,101.31,284,107,1,15,Tuesday,12,0,29,1,178
Cheese,Dairy,12,193.66,64,47,0,20,Sunday,2,1,39,0,17
Potato,Vegetables,8,166.43,194,144,4,15,Friday,9,0,31,0,54
Cheese,Dairy,9,147.74,132,121,1,15,Friday,9,0,14,0,12
Butter,Dairy,12,167.23,48,2,0,10,Sunday,5,1,8,1,46
